,snapshot_date,user_id,total_asset_value
187,2022-11-30,user_0013,2634862.27
188,2022-12-31,user_0013,2345011.36
189,2023-01-31,user_0013,3056940.43
190,2023-02-28,user_0013,2928873.88
191,2023-03-31,user_0013,2121547.94
192,2023-04-30,user_0013,3085676.38
193,2023-05-31,user_0013,3095241.44
194,2023-06-30,user_0013,2472502.12
195,2023-07-31,user_0013,2110035.11
196,2023-08-31,user_0013,2679549.47
197,2023-09-30,user_0013,3058657.87
198,2023-10-31,user_0013,2230150.68
199,2023-11-30,user_0013,2719411.31
200,2023-12-31,user_0013,2867699.86
201,2024-01-31,user_0013,2240910.27
202,2024-02-29,user_0013,2638331.82
203,2024-03-31,user_0013,2192741.45
204,2024-04-30,user_0013,2685416.42
205,2024-05-31,user_0013,2563633.26
206,2023-06-30,user_0014,1325820.89
207,2023-07-31,user_0014,1106812.86
208,2023-08-31,user_0014,1254599.66
209,2023-09-30,user_0014,1296824.72
210,2023-10-31,user_0014,1012404.08
211,2023-11-30,user_0014,984747.86
212,2023-12-31,user_0014,933037.04
213,2024-01-31,user_0014,1071504.37
214,2024-02-29,user_0014,1308569.04
215,2024-03-31,user_0014,1288498.8
216,2024-04-30,user_0014,1334522.54
217,2024-05-31,user_0014,1282845.46
218,2023-04-30,user_0015,534335.85
219,2023-05-31,user_0015,449310.8
220,2023-06-30,user_0015,456058.27
221,2023-07-31,user_0015,555176.27
222,2023-08-31,user_0015,528621.36
223,2023-09-30,user_0015,573087.71
224,2023-10-31,user_0015,462802.64
225,2023-11-30,user_0015,579757.42
226,2023-12-31,user_0015,462543.13
227,2024-01-31,user_0015,542884.84
228,2024-02-29,user_0015,526908.29
229,2024-03-31,user_0015,498145.6
230,2024-04-30,user_0015,517862.08
231,2024-05-31,user_0015,448100.54
232,2022-03-31,user_0016,1089280.39
233,2022-04-30,user_0016,1531035.61
234,2022-05-31,user_0016,1087144.47
235,2022-06-30,user_0016,1547703.73
236,2022-07-31,user_0016,1305740.46
237,2022-08-31,user_0016,1317137.82
238,2022-09-30,user_0016,1461238.7
239,2022-10-31,user_0016,1412631.1
240,2022-11-30,user_0016,1172429.29
241,2022-12-31,user_0016,1061533.84
242,2023-01-31,user_0016,1456167.29
243,2023-02-28,user_0016,1116184.45
244,2023-03-31,user_0016,1361788.54
245,2023-04-30,user_0016,1542214.31
246,2023-05-31,user_0016,1336146.87
247,2023-06-30,user_0016,1197854.19
248,2023-07-31,user_0016,1141896.12
249,2023-08-31,user_0016,1062311.36
250,2023-09-30,user_0016,1374825.74
251,2023-10-31,user_0016,1340630.8
252,2023-11-30,user_0016,1290174.66
253,2023-12-31,user_0016,1149741.44
254,2024-01-31,user_0016,1172204.32
255,2024-02-29,user_0016,1550545.95
256,2024-03-31,user_0016,1058880.74
257,2024-04-30,user_0016,1238660.85
258,2024-05-31,user_0016,1068528.47
259,2022-09-30,user_0017,1148526.24
260,2022-10-31,user_0017,841702.88
261,2022-11-30,user_0017,1018387.78
262,2022-12-31,user_0017,918991.73
263,2023-01-31,user_0017,1031020.91
264,2023-02-28,user_0017,1116811.69
265,2023-03-31,user_0017,895340.68
266,2023-04-30,user_0017,813925.09
267,2023-05-31,user_0017,863089.26
268,2023-06-30,user_0017,955072.94
269,2023-07-31,user_0017,984821.89
270,2023-08-31,user_0017,1151955.99
271,2023-09-30,user_0017,789443.72
272,2023-10-31,user_0017,1079802.21
273,2023-11-30,user_0017,811531.27
274,2023-12-31,user_0017,813650.59
275,2024-01-31,user_0017,1039276.83
276,2024-02-29,user_0017,1139048.8
277,2024-03-31,user_0017,895791.74
278,2024-04-30,user_0017,888590.72
279,2024-05-31,user_0017,1025015.69
280,2023-10-31,user_0018,2800909.79
281,2023-11-30,user_0018,2196344.99
282,2023-12-31,user_0018,2675203.93
283,2024-01-31,user_0018,2252486.94
284,2024-02-29,user_0018,2484451.1
285,2024-03-31,user_0018,2138887.27
286,2024-04-30,user_0018,2095100.64
287,2024-05-31,user_0018,2865680.59
288,2023-07-31,user_0019,1497827.81
289,2023-08-31,user_0019,2087253.69
290,2023-09-30,user_0019,2010616.15
291,2023-10-31,user_0019,1737897.89
292,2023-11-30,user_0019,1841072.26
293,2023-12-31,user_0019,1830548.12
294,2024-01-31,user_0019,1699706.21
295,2024-02-29,user_0019,2227069.99
296,2024-03-31,user_0019,1900789.03
297,2024-04-30,user_0019,2164845.03
298,2024-05-31,user_0019,1931775.61
299,2023-05-31,user_0020,9159079.46
300,2023-06-30,user_0020,11335533.17
301,2023-07-31,user_0020,12280792.83
302,2023-08-31,user_0020,9575711.13
303,2023-09-30,user_0020,12086956.46
304,2023-10-31,user_0020,9406068.35
305,2023-11-30,user_0020,12667754.76
306,2023-12-31,user_0020,13438378.14
307,2024-01-31,user_0020,11854135.4
308,2024-02-29,user_0020,9373601.19
309,2024-03-31,user_0020,11673705.3
310,2024-04-30,user_0020,12369183.42
311,2024-05-31,user_0020,13236707.31
312,2024-05-31,user_0021,681158.25
313,2023-06-30,user_0022,928097.98
314,2023-07-31,user_0022,960732.2
315,2023-08-31,user_0022,951597.02
316,2023-09-30,user_0022,882297.08
317,2023-10-31,user_0022,831708.9
318,2023-11-30,user_0022,956034.96
319,2023-12-31,user_0022,837797.02
320,2024-01-31,user_0022,728390.9
321,2024-02-29,user_0022,978732.43
322,2024-03-31,user_0022,789313.06
323,2024-04-30,user_0022,872810.48
324,2024-05-31,user_0022,731395.67
325,2022-02-28,user_0023,792198.55
326,2022-03-31,user_0023,793302.86
327,2022-04-30,user_0023,735898.92
328,2022-05-31,user_0023,717886.44
329,2022-06-30,user_0023,737274.97
330,2022-07-31,user_0023,868003.5
331,2022-08-31,user_0023,732170.1
332,2022-09-30,user_0023,907202.01
333,2022-10-31,user_0023,656158.6
334,2022-11-30,user_0023,910370.64
335,2022-12-31,user_0023,835211.26
336,2023-01-31,user_0023,728013.88
337,2023-02-28,user_0023,623208.09
338,2023-03-31,user_0023,870266.1
339,2023-04-30,user_0023,922093.87
340,2023-05-31,user_0023,926165.63
341,2023-06-30,user_0023,752563.37
342,2023-07-31,user_0023,642973.68
343,2023-08-31,user_0023,718512.26
344,2023-09-30,user_0023,717265.89
345,2023-10-31,user_0023,652872.71
346,2023-11-30,user_0023,784024.57
347,2023-12-31,user_0023,808824.85
348,2024-01-31,user_0023,847406.48
349,2024-02-29,user_0023,636921.06
350,2024-03-31,user_0023,706601.06
351,2024-04-30,user_0023,731384.04
352,2024-05-31,user_0023,898155.58
353,2022-10-31,user_0024,2489114.96
354,2022-11-30,user_0024,2739526.56
355,2022-12-31,user_0024,2670607.29
356,2023-01-31,user_0024,2782895.54
357,2023-02-28,user_0024,2517908.56
358,2023-03-31,user_0024,2712642.23
359,2023-04-30,user_0024,2362893.83
360,2023-05-31,user_0024,2984277.22
361,2023-06-30,user_0024,2610013.22
362,2023-07-31,user_0024,2800197.44
363,2023-08-31,user_0024,2868686.97
364,2023-09-30,user_0024,3124126.74
365,2023-10-31,user_0024,2292833.14
366,2023-11-30,user_0024,2734470.17
367,2023-12-31,user_0024,3187507.87
368,2024-01-31,user_0024,2566020.37
369,2024-02-29,user_0024,2692381.6
370,2024-03-31,user_0024,2296484.28
371,2024-04-30,user_0024,3029569.65
372,2024-05-31,user_0024,2296426.11
373,2024-02-29,user_0025,10039957.62
374,2024-03-31,user_0025,9887362.69
375,2024-04-30,user_0025,10933305.68
376,2024-05-31,user_0025,10857889.2
377,2022-01-31,user_0026,1379430.5
378,2022-02-28,user_0026,1518578.25
379,2022-03-31,user_0026,1372624.02
380,2022-04-30,user_0026,1273050.45
381,2022-05-31,user_0026,1694755.19
382,2022-06-30,user_0026,1636121.58
383,2022-07-31,user_0026,1261976.5
384,2022-08-31,user_0026,1309356.0
385,2022-09-30,user_0026,1271552.17
386,2022-10-31,user_0026,1689643.82
387,2022-11-30,user_0026,1678842.92
388,2022-12-31,user_0026,1457951.73
389,2023-01-31,user_0026,1708225.51
390,2023-02-28,user_0026,1800592.28
391,2023-03-31,user_0026,1798478.14
392,2023-04-30,user_0026,1804769.03
393,2023-05-31,user_0026,1723352.08
394,2023-06-30,user_0026,1342281.97
395,2023-07-31,user_0026,1245669.87
396,2023-08-31,user_0026,1702327.85
397,2023-09-30,user_0026,1397714.69
398,2023-10-31,user_0026,1415399.98
399,2023-11-30,user_0026,1255101.36
400,2023-12-31,user_0026,1643630.06
401,2024-01-31,user_0026,1471709.3
402,2024-02-29,user_0026,1334579.11
403,2024-03-31,user_0026,1605940.39
404,2024-04-30,user_0026,1804179.68
405,2024-05-31,user_0026,1512663.91
406,2023-12-31,user_0027,1744063.71
407,2024-01-31,user_0027,1742531.55
408,2024-02-29,user_0027,1982252.62
409,2024-03-31,user_0027,2293929.98
410,2024-04-30,user_0027,2345851.88
411,2024-05-31,user_0027,2130229.83
412,2023-02-28,user_0028,1541451.26
413,2023-03-31,user_0028,1284677.79
414,2023-04-30,user_0028,1244103.28
415,2023-05-31,user_0028,1566892.27
416,2023-06-30,user_0028,1542168.0
417,2023-07-31,user_0028,1615476.91
418,2023-08-31,user_0028,1444170.04
419,2023-09-30,user_0028,1623665.65
420,2023-10-31,user_0028,1135881.09
421,2023-11-30,user_0028,1263252.18
422,2023-12-31,user_0028,1571952.07
423,2024-01-31,user_0028,1358508.21
424,2024-02-29,user_0028,1255221.73
425,2024-03-31,user_0028,1567291.09
426,2024-04-30,user_0028,1581936.72
427,2024-05-31,user_0028,1376780.25
428,2024-03-31,user_0029,1853754.14
429,2024-04-30,user_0029,1847351.33
430,2024-05-31,user_0029,1910833.02
431,2022-03-31,user_0030,9396177.99
432,2022-04-30,user_0030,10960084.6
433,2022-05-31,user_0030,10240815.12
434,2022-06-30,user_0030,8713342.2
435,2022-07-31,user_0030,9441791.7
436,2022-08-31,user_0030,9480802.36
437,2022-09-30,user_0030,8951041.06
438,2022-10-31,user_0030,10545732.96
439,2022-11-30,user_0030,10780930.59
440,2022-12-31,user_0030,10058673.05
441,2023-01-31,user_0030,10369662.48
442,2023-02-28,user_0030,10959136.29
443,2023-03-31,user_0030,9115018.11
444,2023-04-30,user_0030,11014111.02
445,2023-05-31,user_0030,11648765.73
446,2023-06-30,user_0030,12357326.92
447,2023-07-31,user_0030,9893444.67
448,2023-08-31,user_0030,11809894.86
449,2023-09-30,user_0030,11202127.89
450,2023-10-31,user_0030,10758423.1
451,2023-11-30,user_0030,12549874.53
452,2023-12-31,user_0030,11262247.01
453,2024-01-31,user_0030,10170683.14
454,2024-02-29,user_0030,11661695.53
455,2024-03-31,user_0030,12723198.52
456,2024-04-30,user_0030,12543954.69
457,2024-05-31,user_0030,12810858.23
458,2022-09-30,user_0031,721019.75
459,2022-10-31,user_0031,717846.3
460,2022-11-30,user_0031,703423.29
461,2022-12-31,user_0031,642836.57
462,2023-01-31,user_0031,835735.0
463,2023-02-28,user_0031,788781.24
464,2023-03-31,user_0031,768984.59
465,2023-04-30,user_0031,722025.8
466,2023-05-31,user_0031,704813.26
467,2023-06-30,user_0031,822238.84
468,2023-07-31,user_0031,745627.17
469,2023-08-31,user_0031,769474.88
470,2023-09-30,user_0031,619676.15
471,2023-10-31,user_0031,729293.83
472,2023-11-30,user_0031,628620.66
473,2023-12-31,user_0031,606052.29
474,2024-01-31,user_0031,793566.4
475,2024-02-29,user_0031,671259.84
476,2024-03-31,user_0031,874938.19
477,2024-04-30,user_0031,768839.53
478,2024-05-31,user_0031,780543.48
479,2023-01-31,user_0032,844789.47
480,2023-02-28,user_0032,1002139.91
481,2023-03-31,user_0032,1160929.63
482,2023-04-30,user_0032,815766.73
483,2023-05-31,user_0032,995299.96
484,2023-06-30,user_0032,872498.74
485,2023-07-31,user_0032,1103954.98
486,2023-08-31,user_0032,1064258.67
487,2023-09-30,user_0032,832219.56
488,2023-10-31,user_0032,1038222.5
489,2023-11-30,user_0032,1183960.85
490,2023-12-31,user_0032,1003223.49
491,2024-01-31,user_0032,906918.44
492,2024-02-29,user_0032,854016.54
493,2024-03-31,user_0032,1186358.49
494,2024-04-30,user_0032,1017380.83
495,2024-05-31,user_0032,942334.69
496,2024-02-29,user_0033,39198461.5
497,2024-03-31,user_0033,34904586.49
498,2024-04-30,user_0033,27339640.72
499,2024-05-31,user_0033,27363283.72
500,2022-12-31,user_0034,102823303.13
501,2023-01-31,user_0034,79805871.64
502,2023-02-28,user_0034,99547561.35
503,2023-03-31,user_0034,91795217.37
504,2023-04-30,user_0034,105805673.53
505,2023-05-31,user_0034,86266529.23
506,2023-06-30,user_0034,90407166.32
507,2023-07-31,user_0034,82232606.94
508,2023-08-31,user_0034,85461325.14
509,2023-09-30,user_0034,83058257.04
510,2023-10-31,user_0034,76803606.72
511,2023-11-30,user_0034,77633224.25
512,2023-12-31,user_0034,107585915.02
513,2024-01-31,user_0034,106378625.13
514,2024-02-29,user_0034,81220764.33
515,2024-03-31,user_0034,101222136.77
516,2024-04-30,user_0034,104171999.27
517,2024-05-31,user_0034,77827040.55
518,2023-09-30,user_0035,4164926.4
519,2023-10-31,user_0035,3858015.53
520,2023-11-30,user_0035,4386534.61
521,2023-12-31,user_0035,4156266.14
522,2024-01-31,user_0035,3300428.06
523,2024-02-29,user_0035,4361001.35
524,2024-03-31,user_0035,3581386.22
525,2024-04-30,user_0035,3757995.18
526,2024-05-31,user_0035,4446656.84
527,2023-06-30,user_0036,2278380.4
528,2023-07-31,user_0036,2029169.01
529,2023-08-31,user_0036,2690054.16
530,2023-09-30,user_0036,2787701.4
531,2023-10-31,user_0036,2879098.25
532,2023-11-30,user_0036,2251197.27
533,2023-12-31,user_0036,2062798.56
534,2024-01-31,user_0036,2853212.88
535,2024-02-29,user_0036,2330780.59
536,2024-03-31,user_0036,2033351.98
537,2024-04-30,user_0036,2426949.5
538,2024-05-31,user_0036,2127554.4
539,2022-05-31,user_0037,1288441.05
540,2022-06-30,user_0037,1658776.72
541,2022-07-31,user_0037,1465665.44
542,2022-08-31,user_0037,1383644.91
543,2022-09-30,user_0037,1395833.13
544,2022-10-31,user_0037,1445994.94
545,2022-11-30,user_0037,1595179.35
546,2022-12-31,user_0037,1191618.22
547,2023-01-31,user_0037,1443520.81
548,2023-02-28,user_0037,1289458.67
549,2023-03-31,user_0037,1427844.83
550,2023-04-30,user_0037,1398042.33
551,2023-05-31,user_0037,1127179.18
552,2023-06-30,user_0037,1433987.56
553,2023-07-31,user_0037,1504368.71
554,2023-08-31,user_0037,1247155.74
555,2023-09-30,user_0037,1169899.26
556,2023-10-31,user_0037,1228079.02
557,2023-11-30,user_0037,1463943.86
558,2023-12-31,user_0037,1370868.0
559,2024-01-31,user_0037,1591042.64
560,2024-02-29,user_0037,1268805.36
561,2024-03-31,user_0037,1313288.46
562,2024-04-30,user_0037,1403772.34
563,2024-05-31,user_0037,1365994.92
564,2023-11-30,user_0039,1109527.0
565,2023-12-31,user_0039,1435545.26
566,2024-01-31,user_0039,1044299.32
567,2024-02-29,user_0039,1213498.49
568,2024-03-31,user_0039,1068934.17
569,2024-04-30,user_0039,1401241.88
570,2024-05-31,user_0039,1211351.7
571,2024-04-30,user_0040,477554.51
572,2024-05-31,user_0040,505786.96
573,2023-05-31,user_0041,2762562.51
574,2023-06-30,user_0041,2957403.47
575,2023-07-31,user_0041,2211602.0
576,2023-08-31,user_0041,2033477.33
577,2023-09-30,user_0041,2253257.28
578,2023-10-31,user_0041,2150311.3
579,2023-11-30,user_0041,2674924.01
580,2023-12-31,user_0041,2930389.46
581,2024-01-31,user_0041,2243283.7
582,2024-02-29,user_0041,2298164.16
583,2024-03-31,user_0041,2320353.07
584,2024-04-30,user_0041,2819572.04
585,2024-05-31,user_0041,2544286.84
586,2024-04-30,user_0042,3084226.38
587,2024-05-31,user_0042,3176641.84
588,2023-12-31,user_0043,26658647.03
589,2024-01-31,user_0043,23735778.24
590,2024-02-29,user_0043,22761477.72
591,2024-03-31,user_0043,21562278.81
592,2024-04-30,user_0043,18759261.32
593,2024-05-31,user_0043,19267718.03
594,2023-04-30,user_0044,634808.8
595,2023-05-31,user_0044,589844.13
596,2023-06-30,user_0044,592207.14
597,2023-07-31,user_0044,577946.99
598,2023-08-31,user_0044,525873.32
599,2023-09-30,user_0044,442061.32
600,2023-10-31,user_0044,438689.4
601,2023-11-30,user_0044,617382.42
602,2023-12-31,user_0044,423456.96
603,2024-01-31,user_0044,571387.11
604,2024-02-29,user_0044,556457.43
605,2024-03-31,user_0044,529497.39
606,2024-04-30,user_0044,629782.75
607,2024-05-31,user_0044,465333.21
608,2023-08-31,user_0045,13292278.91
609,2023-09-30,user_0045,14781066.91
610,2023-10-31,user_0045,14580503.08
611,2023-11-30,user_0045,10577668.83
612,2023-12-31,user_0045,11467908.42
613,2024-01-31,user_0045,14166694.75
614,2024-02-29,user_0045,11075049.72
615,2024-03-31,user_0045,11819854.88
616,2024-04-30,user_0045,13049399.1
617,2024-05-31,user_0045,12736080.31
618,2022-08-31,user_0046,2280975.95
619,2022-09-30,user_0046,2293821.95
620,2022-10-31,user_0046,2301208.87
621,2022-11-30,user_0046,2514823.13
622,2022-12-31,user_0046,1980962.72
623,2023-01-31,user_0046,1718356.47
624,2023-02-28,user_0046,1974468.82
625,2023-03-31,user_0046,2447489.83
626,2023-04-30,user_0046,1751310.36
627,2023-05-31,user_0046,2225036.99
628,2023-06-30,user_0046,2036925.4
629,2023-07-31,user_0046,2455893.29
630,2023-08-31,user_0046,2461777.89
631,2023-09-30,user_0046,2341294.87
632,2023-10-31,user_0046,1764029.92
633,2023-11-30,user_0046,1701988.67
634,2023-12-31,user_0046,1796031.62
635,2024-01-31,user_0046,1951740.48
636,2024-02-29,user_0046,1884162.32
637,2024-03-31,user_0046,1992035.1
638,2024-04-30,user_0046,1801484.61
639,2024-05-31,user_0046,2313772.2
640,2023-01-31,user_0047,2600648.16
641,2023-02-28,user_0047,3090447.14
642,2023-03-31,user_0047,2216388.69
643,2023-04-30,user_0047,2201199.94
644,2023-05-31,user_0047,2300069.59
645,2023-06-30,user_0047,3116982.83
646,2023-07-31,user_0047,2525956.77
647,2023-08-31,user_0047,3056557.64
648,2023-09-30,user_0047,2301753.14
649,2023-10-31,user_0047,2975021.72
650,2023-11-30,user_0047,2414654.17
651,2023-12-31,user_0047,2858258.2
652,2024-01-31,user_0047,3109194.6
653,2024-02-29,user_0047,3065880.47
654,2024-03-31,user_0047,2959577.45
655,2024-04-30,user_0047,2143073.33
656,2024-05-31,user_0047,2725892.8
657,2023-02-28,user_0048,2484378.37
658,2023-03-31,user_0048,2828003.62
659,2023-04-30,user_0048,2213905.42
660,2023-05-31,user_0048,2253927.49
661,2023-06-30,user_0048,2737424.21
662,2023-07-31,user_0048,2523502.19
663,2023-08-31,user_0048,2296884.25
664,2023-09-30,user_0048,2363797.74
665,2023-10-31,user_0048,2711754.57
666,2023-11-30,user_0048,2821980.25
667,2023-12-31,user_0048,2285870.09
668,2024-01-31,user_0048,3059950.26
669,2024-02-29,user_0048,2079365.01
670,2024-03-31,user_0048,2795774.59
671,2024-04-30,user_0048,2372212.47
672,2024-05-31,user_0048,2566373.44
673,2023-03-31,user_0049,1971980.02
674,2023-04-30,user_0049,2137309.18
675,2023-05-31,user_0049,2173917.82
676,2023-06-30,user_0049,1596161.88
677,2023-07-31,user_0049,2080903.43
678,2023-08-31,user_0049,1846907.33
679,2023-09-30,user_0049,2169882.63
680,2023-10-31,user_0049,2008446.55
681,2023-11-30,user_0049,1547574.58
682,2023-12-31,user_0049,2052770.27
683,2024-01-31,user_0049,2252349.39
684,2024-02-29,user_0049,1603666.0
685,2024-03-31,user_0049,1920176.16
686,2024-04-30,user_0049,2021505.57
687,2024-05-31,user_0049,1690479.07
688,2023-05-31,user_0050,57647533.12
689,2023-06-30,user_0050,81717907.71
690,2023-07-31,user_0050,77695530.74
691,2023-08-31,user_0050,82711910.95
692,2023-09-30,user_0050,68014646.38
693,2023-10-31,user_0050,57208957.72
694,2023-11-30,user_0050,65852163.78
695,2023-12-31,user_0050,70751770.8
696,2024-01-31,user_0050,82567030.13
697,2024-02-29,user_0050,81081957.12
698,2024-03-31,user_0050,72954411.12
699,2024-04-30,user_0050,76770222.28
700,2024-05-31,user_0050,83073996.3
701,2023-09-30,user_0051,14046116.51
702,2023-10-31,user_0051,13418704.08
703,2023-11-30,user_0051,13080526.3
