,transaction_id,user_id,trade_datetime,asset,trade_type,trade_amount,fee_amount,fee_asset
186,tx_000186,user_0014,2022-07-31,ETH,sell,107656.13,43.06,KRW
187,tx_000187,user_0014,2022-04-16,XRP,buy,149535.41,59.81,KRW
188,tx_000188,user_0014,2023-02-05,SOL,sell,44022.21,17.61,KRW
189,tx_000189,user_0014,2023-02-20,ETH,sell,63049.16,25.22,KRW
190,tx_000190,user_0014,2023-03-30,XRP,sell,84481.68,33.79,KRW
191,tx_000191,user_0015,2023-05-30,BTC,sell,51553.53,20.62,KRW
192,tx_000192,user_0015,2022-03-17,XRP,sell,63519.88,25.41,KRW
193,tx_000193,user_0015,2022-08-21,BTC,buy,118070.87,47.23,KRW
194,tx_000194,user_0015,2023-12-15,XRP,buy,64248.91,25.7,KRW
195,tx_000195,user_0015,2022-09-13,XRP,sell,48571.17,19.43,KRW
196,tx_000196,user_0015,2022-10-08,SOL,sell,84957.01,33.98,KRW
197,tx_000197,user_0015,2022-01-25,ETH,sell,39526.15,15.81,KRW
198,tx_000198,user_0015,2023-05-05,BTC,sell,57976.45,23.19,KRW
199,tx_000199,user_0015,2022-01-25,ETH,buy,88762.72,35.51,KRW
200,tx_000200,user_0015,2022-04-26,SOL,sell,98041.38,39.22,KRW
201,tx_000201,user_0015,2023-08-20,BTC,sell,96872.25,38.75,KRW
202,tx_000202,user_0015,2023-11-16,XRP,buy,54755.4,21.9,KRW
203,tx_000203,user_0015,2022-09-15,SOL,buy,51594.59,20.64,KRW
204,tx_000204,user_0015,2024-03-20,ETH,sell,80595.1,32.24,KRW
205,tx_000205,user_0015,2024-01-25,ETH,buy,30550.74,12.22,KRW
206,tx_000206,user_0015,2022-07-06,ETH,sell,95538.29,38.22,KRW
207,tx_000207,user_0016,2024-01-28,ETH,sell,98121.47,39.25,KRW
208,tx_000208,user_0016,2024-04-06,XRP,buy,178213.48,71.29,KRW
209,tx_000209,user_0016,2023-12-04,XRP,buy,120551.33,48.22,KRW
210,tx_000210,user_0016,2023-07-29,SOL,sell,160512.18,64.2,KRW
211,tx_000211,user_0016,2022-01-17,XRP,buy,86549.17,34.62,KRW
212,tx_000212,user_0016,2023-04-10,SOL,sell,94466.73,37.79,KRW
213,tx_000213,user_0016,2024-05-10,XRP,sell,55167.89,22.07,KRW
214,tx_000214,user_0016,2023-09-05,ETH,buy,133867.98,53.55,KRW
215,tx_000215,user_0016,2022-06-29,SOL,buy,61248.29,24.5,KRW
216,tx_000216,user_0016,2022-10-20,BTC,buy,196872.74,78.75,KRW
217,tx_000217,user_0016,2023-03-12,XRP,buy,92198.01,36.88,KRW
218,tx_000218,user_0016,2023-09-10,BTC,sell,126376.86,50.55,KRW
219,tx_000219,user_0016,2022-10-12,SOL,buy,86926.72,34.77,KRW
220,tx_000220,user_0016,2024-04-17,XRP,sell,50519.3,20.21,KRW
221,tx_000221,user_0016,2022-05-26,BTC,sell,87804.84,35.12,KRW
222,tx_000222,user_0016,2024-05-17,ETH,buy,153955.67,61.58,KRW
223,tx_000223,user_0017,2023-01-02,SOL,buy,71054.95,28.42,KRW
224,tx_000224,user_0017,2024-01-13,XRP,buy,143121.67,57.25,KRW
225,tx_000225,user_0017,2022-12-01,BTC,sell,117025.4,46.81,KRW
226,tx_000226,user_0017,2022-01-09,SOL,sell,123391.34,49.36,KRW
227,tx_000227,user_0017,2022-10-05,ETH,sell,204063.48,81.63,KRW
228,tx_000228,user_0017,2022-10-27,ETH,buy,130261.19,52.1,KRW
229,tx_000229,user_0017,2023-03-17,BTC,buy,155771.66,62.31,KRW
230,tx_000230,user_0017,2023-02-19,XRP,buy,214082.59,85.63,KRW
231,tx_000231,user_0017,2022-05-18,ETH,sell,69117.92,27.65,KRW
232,tx_000232,user_0017,2022-11-12,SOL,buy,211300.94,84.52,KRW
233,tx_000233,user_0017,2023-02-27,BTC,buy,100546.22,40.22,KRW
234,tx_000234,user_0017,2022-04-17,SOL,buy,127779.43,51.11,KRW
235,tx_000235,user_0017,2023-08-30,BTC,buy,221464.13,88.59,KRW
236,tx_000236,user_0018,2023-07-13,SOL,buy,61367.03,24.55,KRW
237,tx_000237,user_0018,2024-03-02,SOL,sell,141509.59,56.6,KRW
238,tx_000238,user_0018,2023-06-15,ETH,buy,77344.71,30.94,KRW
239,tx_000239,user_0018,2023-05-05,XRP,buy,144736.18,57.89,KRW
240,tx_000240,user_0018,2022-07-01,ETH,buy,136781.1,54.71,KRW
241,tx_000241,user_0018,2022-01-30,SOL,sell,189089.95,75.64,KRW
242,tx_000242,user_0018,2024-03-06,BTC,sell,136445.46,54.58,KRW
243,tx_000243,user_0018,2024-03-18,BTC,buy,48136.71,19.25,KRW
244,tx_000244,user_0018,2022-12-27,ETH,sell,138071.09,55.23,KRW
245,tx_000245,user_0018,2022-08-25,ETH,buy,37000.93,14.8,KRW
246,tx_000246,user_0018,2023-04-13,ETH,buy,118358.51,47.34,KRW
247,tx_000247,user_0018,2022-01-12,SOL,buy,38270.38,15.31,KRW
248,tx_000248,user_0018,2023-08-11,ETH,buy,159761.03,63.9,KRW
249,tx_000249,user_0018,2023-11-19,SOL,buy,123910.11,49.56,KRW
250,tx_000250,user_0018,2022-03-01,ETH,buy,159728.17,63.89,KRW
251,tx_000251,user_0019,2023-07-23,ETH,sell,146036.28,58.41,KRW
252,tx_000252,user_0019,2022-10-12,XRP,sell,41624.98,16.65,KRW
253,tx_000253,user_0019,2024-05-20,SOL,buy,116077.53,46.43,KRW
254,tx_000254,user_0019,2023-09-14,ETH,buy,16570.04,6.63,KRW
255,tx_000255,user_0019,2022-05-08,ETH,sell,152936.43,61.17,KRW
256,tx_000256,user_0019,2022-05-30,SOL,sell,50116.27,20.05,KRW
257,tx_000257,user_0019,2022-07-25,XRP,sell,151832.34,60.73,KRW
258,tx_000258,user_0019,2022-12-22,SOL,buy,143682.98,57.47,KRW
259,tx_000259,user_0019,2022-05-28,ETH,sell,75136.8,30.05,KRW
260,tx_000260,user_0019,2022-07-14,XRP,sell,88267.03,35.31,KRW
261,tx_000261,user_0019,2023-03-28,BTC,sell,107189.4,42.88,KRW
262,tx_000262,user_0019,2024-01-25,ETH,buy,158251.61,63.3,KRW
263,tx_000263,user_0019,2022-05-22,BTC,buy,37720.3,15.09,KRW
264,tx_000264,user_0019,2023-07-12,SOL,buy,111572.3,44.63,KRW
265,tx_000265,user_0019,2022-04-19,XRP,sell,132324.48,52.93,KRW
266,tx_000266,user_0020,2023-04-21,XRP,sell,1007457.25,402.98,KRW
267,tx_000267,user_0020,2022-09-08,SOL,buy,909863.54,363.95,KRW
268,tx_000268,user_0020,2023-10-07,BTC,buy,1029741.5,411.9,KRW
269,tx_000269,user_0020,2024-02-29,ETH,buy,747486.42,298.99,KRW
270,tx_000270,user_0020,2024-04-16,SOL,buy,900963.97,360.39,KRW
271,tx_000271,user_0021,2023-08-10,XRP,buy,89416.65,35.77,KRW
272,tx_000272,user_0021,2023-07-20,SOL,buy,153447.98,61.38,KRW
273,tx_000273,user_0021,2023-09-03,SOL,sell,104559.41,41.82,KRW
274,tx_000274,user_0021,2022-07-12,XRP,sell,10000.0,4.0,KRW
275,tx_000275,user_0021,2023-12-07,BTC,sell,87126.99,34.85,KRW
276,tx_000276,user_0021,2022-11-22,SOL,buy,50688.78,20.28,KRW
277,tx_000277,user_0021,2022-07-07,XRP,buy,170927.83,68.37,KRW
278,tx_000278,user_0021,2023-04-20,SOL,sell,21114.9,8.45,KRW
279,tx_000279,user_0021,2023-11-10,SOL,buy,123557.19,49.42,KRW
280,tx_000280,user_0021,2024-02-26,ETH,buy,40906.29,16.36,KRW
281,tx_000281,user_0021,2022-07-07,BTC,sell,122473.7,48.99,KRW
282,tx_000282,user_0021,2023-04-21,SOL,buy,152262.55,60.91,KRW
283,tx_000283,user_0021,2022-07-30,SOL,sell,117488.48,47.0,KRW
284,tx_000284,user_0022,2023-09-19,ETH,buy,156092.89,62.44,KRW
285,tx_000285,user_0022,2022-01-20,SOL,buy,216002.04,86.4,KRW
286,tx_000286,user_0022,2024-01-22,XRP,buy,159024.54,63.61,KRW
287,tx_000287,user_0022,2024-02-18,ETH,sell,213920.1,85.57,KRW
288,tx_000288,user_0022,2023-02-15,XRP,sell,12181.95,4.87,KRW
289,tx_000289,user_0022,2024-01-12,BTC,sell,108932.54,43.57,KRW
290,tx_000290,user_0022,2022-08-08,BTC,buy,117253.77,46.9,KRW
291,tx_000291,user_0022,2023-01-11,XRP,buy,164325.16,65.73,KRW
292,tx_000292,user_0022,2022-12-25,BTC,sell,129936.95,51.97,KRW
293,tx_000293,user_0022,2024-05-27,SOL,buy,53988.07,21.6,KRW
294,tx_000294,user_0022,2023-07-17,BTC,buy,48681.54,19.47,KRW
295,tx_000295,user_0022,2023-09-22,SOL,buy,161500.03,64.6,KRW
296,tx_000296,user_0022,2023-04-25,BTC,buy,10000.0,4.0,KRW
297,tx_000297,user_0022,2023-03-14,BTC,buy,41077.98,16.43,KRW
298,tx_000298,user_0022,2023-03-05,XRP,sell,121415.83,48.57,KRW
299,tx_000299,user_0022,2023-06-22,BTC,sell,103857.82,41.54,KRW
300,tx_000300,user_0023,2024-02-21,ETH,buy,10000.0,4.0,KRW
301,tx_000301,user_0023,2022-04-03,BTC,buy,65700.1,26.28,KRW
302,tx_000302,user_0023,2023-09-14,SOL,buy,10305.38,4.12,KRW
303,tx_000303,user_0023,2023-07-13,BTC,sell,32227.62,12.89,KRW
304,tx_000304,user_0023,2022-09-03,SOL,sell,108626.34,43.45,KRW
305,tx_000305,user_0023,2023-12-23,BTC,buy,125543.15,50.22,KRW
306,tx_000306,user_0023,2022-11-26,ETH,buy,172546.38,69.02,KRW
307,tx_000307,user_0023,2024-01-12,XRP,sell,190359.83,76.14,KRW
308,tx_000308,user_0023,2023-11-04,BTC,sell,44112.52,17.65,KRW
309,tx_000309,user_0023,2023-10-06,XRP,sell,82064.81,32.83,KRW
310,tx_000310,user_0023,2023-12-31,SOL,buy,93933.74,37.57,KRW
311,tx_000311,user_0023,2022-07-08,XRP,sell,79622.5,31.85,KRW
312,tx_000312,user_0023,2024-02-04,SOL,buy,113625.79,45.45,KRW
313,tx_000313,user_0023,2024-03-21,XRP,sell,10000.0,4.0,KRW
314,tx_000314,user_0023,2024-04-25,BTC,sell,153100.81,61.24,KRW
315,tx_000315,user_0024,2023-07-05,SOL,sell,108375.88,43.35,KRW
316,tx_000316,user_0024,2022-02-08,BTC,sell,68821.2,27.53,KRW
317,tx_000317,user_0024,2022-03-07,SOL,sell,49566.88,19.83,KRW
318,tx_000318,user_0024,2022-08-10,SOL,sell,51738.37,20.7,KRW
319,tx_000319,user_0024,2022-09-10,BTC,buy,69436.53,27.77,KRW
320,tx_000320,user_0024,2023-03-18,ETH,buy,50843.89,20.34,KRW
321,tx_000321,user_0024,2022-02-13,SOL,sell,19059.73,7.62,KRW
322,tx_000322,user_0024,2023-08-21,XRP,buy,119934.76,47.97,KRW
323,tx_000323,user_0024,2024-05-11,XRP,buy,75538.04,30.22,KRW
324,tx_000324,user_0024,2022-09-03,BTC,sell,70504.54,28.2,KRW
325,tx_000325,user_0024,2023-12-03,BTC,buy,142214.16,56.89,KRW
326,tx_000326,user_0024,2024-02-09,SOL,buy,72494.24,29.0,KRW
327,tx_000327,user_0024,2022-09-16,XRP,buy,92648.73,37.06,KRW
328,tx_000328,user_0025,2023-03-26,SOL,buy,1372344.2,548.94,KRW
329,tx_000329,user_0025,2022-07-04,BTC,buy,1172106.11,468.84,KRW
330,tx_000330,user_0025,2024-02-02,SOL,buy,1681730.42,672.69,KRW
331,tx_000331,user_0025,2022-08-08,XRP,buy,1266711.14,506.68,KRW
332,tx_000332,user_0025,2023-03-09,BTC,sell,1420119.94,568.05,KRW
333,tx_000333,user_0025,2023-04-25,XRP,sell,1166267.41,466.51,KRW
334,tx_000334,user_0025,2022-09-08,XRP,sell,966547.35,386.62,KRW
335,tx_000335,user_0025,2024-05-28,XRP,buy,758510.06,303.4,KRW
336,tx_000336,user_0025,2024-02-17,SOL,buy,838529.14,335.41,KRW
337,tx_000337,user_0026,2022-05-27,XRP,sell,93207.26,37.28,KRW
338,tx_000338,user_0026,2023-06-04,XRP,sell,100940.95,40.38,KRW
339,tx_000339,user_0026,2023-08-20,XRP,buy,41417.28,16.57,KRW
340,tx_000340,user_0026,2022-05-16,XRP,sell,150672.79,60.27,KRW
341,tx_000341,user_0026,2024-04-07,ETH,buy,108849.32,43.54,KRW
342,tx_000342,user_0026,2022-11-23,XRP,buy,205183.66,82.07,KRW
343,tx_000343,user_0026,2022-01-01,ETH,buy,129819.85,51.93,KRW
344,tx_000344,user_0026,2022-07-27,ETH,sell,77272.61,30.91,KRW
345,tx_000345,user_0026,2022-01-12,BTC,buy,89067.34,35.63,KRW
